tract,year,shift,total_crimes,violent_crimes,property_crimes,nearest_station,dist_to_nearest_metro,name,nearest_station_id,stations_within_400m,stations_within_800m,line,above_ground,transfer_station,total_population,median_household_income,log_pop,pct_white,pct_black_nh,pct_hispanic,pct_bachelors_only,pct_graduate,pct_poverty,pct_unemployed,pct_single_parent,pct_renter,pct_vacant,red_line,green_line,yellow_line,blue_line,orange_line,silver_line,blue_orange_silver_line,green_yellow_line
"Census Tract 68.02, District of Columbia, District of Columbia",2022,EVENING,29,6,23,Potomac Ave,412.82696339974024,Potomac Ave,MetroStnPt_36,0,2,"blue, orange, silver",0,0,2158,123889,7.67693714581808,0.5472659870250232,0.36051899907321594,0.05004633920296571,0.2511584800741427,0.3155699721964782,0.09916589434661724,0.09360518999073215,0.05992141453831041,0.3512064343163539,0.0902591599642538,0,0,0,1,1,1,1,0
"Census Tract 78.07, District of Columbia, District of Columbia",2022,EVENING,37,11,26,Deanwood,1628.4839683039584,Deanwood,MetroStnPt_15,0,0,orange,1,0,2408,73542,7.786551806428712,8.305647840531562e-4,0.9223421926910299,0.04235880398671096,0.11794019933554817,0.049003322259136214,0.1665282392026578,0.15074750830564784,0.31263616557734203,0.424,0.082,0,0,0,0,1,0,1,0
"Census Tract 70, District of Columbia, District of Columbia",2022,EVENING,77,13,64,Eastern Market,374.3205018559895,Eastern Market,MetroStnPt_35,1,1,"blue, orange, silver",0,0,2474,197500,7.813591552952433,0.7198868229587713,0.08407437348423606,0.07437348423605497,0.19765561843168958,0.4413904607922393,0.021422797089733225,0.02021018593371059,0,0.33706965572457964,0.1753402722177742,0,0,0,1,1,1,1,0
"Census Tract 65, District of Columbia, District of Columbia",2022,EVENING,34,5,29,Capitol South,209.24726794316805,Capitol South,MetroStnPt_33,1,2,"blue, orange, silver",0,0,2732,141250,7.912789220690681,0.6841142020497804,0.10980966325036604,0.14421669106881405,0.3103953147877013,0.3327232796486091,0.21120058565153735,0.03806734992679356,0.08188405797101449,0.2763406940063092,0.12933753943217666,0,0,0,1,1,1,1,0
"Census Tract 69, District of Columbia, District of Columbia",2022,EVENING,46,8,38,Potomac Ave,313.028884080865,Potomac Ave,MetroStnPt_36,1,2,"blue, orange, silver",0,0,2684,194044,7.895063498091573,0.7730998509687034,0.11810730253353204,0.037257824143070044,0.23174366616989567,0.44076005961251863,0.042473919523099854,0.004843517138599106,0.014297061159650517,0.48403483309143686,0.08635703918722787,0,0,0,1,1,1,1,0
"Census Tract 80.01, District of Columbia, District of Columbia",2022,EVENING,38,6,32,Stadium Armory,1337.8299702072675,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,3064,189159,8.027476530860483,0.6364229765013055,0.22193211488250653,0.06005221932114883,0.28883812010443866,0.3554177545691906,0.01762402088772846,0.012075718015665796,0.0903954802259887,0.1787287602265576,0.10887350534927627,0,0,0,1,1,1,1,0
"Census Tract 13.03, District of Columbia, District of Columbia",2022,EVENING,25,5,20,Van Ness-UDC,529.6565636294599,Van Ness-UDC,MetroStnPt_5,0,1,red,0,0,3580,103623,8.183118079394745,0.7284916201117319,0.12346368715083798,0.07262569832402235,0.30418994413407824,0.45,0.0941340782122905,0.022905027932960894,0.018429135585783237,0.6208673250322027,0.021468441391155002,1,0,0,0,0,0,0,0
"Census Tract 106.01, District of Columbia, District of Columbia",2022,EVENING,180,5,175,NoMa - Gallaudet U,293.44231182890877,NoMa - Gallaudet U,MetroStnPt_16,1,1,red,1,0,1858,109583,7.527255919373784,0.5731969860064585,0.23681377825618946,0.10172228202368137,0.2556512378902045,0.3767491926803014,0.13455328310010764,0,0.11789652247667515,0.8451612903225807,0.15483870967741936,1,0,0,0,0,0,0,0
"Census Tract 47.03, District of Columbia, District of Columbia",2022,EVENING,63,2,61,Mt Vernon Sq - 7th St Convention Center,532.2844162802232,Mt Vernon Sq - 7th St Convention Center,MetroStnPt_17,0,2,"green, yellow",0,0,3069,99207,8.029107054619736,0.42945584881068755,0.20234604105571846,0.08211143695014662,0.20397523623330074,0.36070381231671556,0.3385467579015966,0.01335940045617465,0.04372427983539095,0.678664353859497,0.1569817866435386,0,1,1,0,0,0,0,1
"Census Tract 39.01, District of Columbia, District of Columbia",2022,EVENING,48,4,44,Columbia Heights,708.3364721927985,Columbia Heights,MetroStnPt_9,0,1,green,0,0,2642,135773,7.879291485082271,0.53444360333081,0.25851627554882667,0.13588190764572294,0.24261922785768358,0.4996214988644966,0.045041635124905374,7.57002271006813e-4,0.030407343660355707,0.8031297324583544,0.12014134275618374,0,1,0,0,0,0,0,1
"Census Tract 22.01, District of Columbia, District of Columbia",2022,EVENING,20,3,17,Georgia Ave Petworth,1298.2680509431775,Georgia Ave Petworth,MetroStnPt_6,0,0,green,0,0,3465,127155,8.150467911624004,0.29148629148629146,0.3647907647907648,0.24646464646464647,0.144011544011544,0.21096681096681097,0.04357864357864358,0.04935064935064935,0.10273972602739725,0.0666058394160584,0.06751824817518248,0,1,0,0,0,0,0,1
"Census Tract 79.01, District of Columbia, District of Columbia",2022,EVENING,72,16,56,Stadium Armory,1129.8632857659595,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,4505,94444,8.412943170042439,0.18379578246392897,0.5995560488346282,0.10499445061043285,0.18201997780244172,0.17869034406215317,0.31143174250832406,0.1072142064372919,0.22858796296296297,0.5038284839203675,0.11791730474732007,0,0,0,1,1,1,1,0
"Census Tract 92.03, District of Columbia, District of Columbia",2022,EVENING,28,1,27,Rhode Island Ave,834.6689451739242,Rhode Island Ave,MetroStnPt_11,0,0,red,1,0,3337,97610,8.112827478751374,0.19928079112975727,0.6511836979322745,0.08870242732993706,0.15193287383877735,0.21875936469883128,0.09169913095594846,0.08930176805513934,0.18282368249837344,0.5804597701149425,0.018518518518518517,1,0,0,0,0,0,0,0
"Census Tract 56.01, District of Columbia, District of Columbia",2022,EVENING,24,2,22,Foggy Bottom-GWU,290.66142621492855,Foggy Bottom-GWU,MetroStnPt_21,1,1,"blue, orange, silver",0,0,2553,76643,7.845024417241484,0.6584410497453975,0.05248726987857422,0.1508029768899334,0.28554641598119856,0.3533098315707011,0.30043086564825694,0.041519780650215436,0.021838496698831894,0.7478497057492078,0.1086464463558171,0,0,0,1,1,1,1,0
"Census Tract 47.04, District of Columbia, District of Columbia",2022,EVENING,36,4,32,NoMa - Gallaudet U,783.6593820207828,NoMa - Gallaudet U,MetroStnPt_16,0,1,red,1,0,1226,NA,7.111512116496157,0.07748776508972267,0.8376835236541599,0.04730831973898858,0.01957585644371941,0.03181076672104405,0.6631321370309952,0.19168026101141925,0.1436241610738255,0.8484848484848485,0.09696969696969697,1,0,0,0,0,0,0,0
"Census Tract 39.02, District of Columbia, District of Columbia",2022,EVENING,26,1,25,Woodley Park-Zoo Adams Morgan,620.7879384824178,Woodley Park-Zoo Adams Morgan,MetroStnPt_10,0,1,red,0,0,1811,111311,7.501634457883413,0.5151849806736609,0.0353395913859746,0.15737161789066814,0.25842076200993924,0.27553837658752073,0.018221976808393152,0.00717835450027609,0.10283315844700944,0.33461243284727554,0.2686108979278588,1,0,0,0,0,0,0,0
"Census Tract 10.03, District of Columbia, District of Columbia",2022,EVENING,8,0,8,Tenleytown-AU,1166.7101059529025,Tenleytown-AU,MetroStnPt_4,0,0,red,0,0,2989,250001,8.002694162283937,0.7233188357310137,0.04550016728002677,0.124790899966544,0.11107393777183004,0.4670458347273336,0.03680160588825694,0.010036801605888258,0.12102473498233215,0.0803886925795053,0,1,0,0,0,0,0,0,0
"Census Tract 95.04, District of Columbia, District of Columbia",2022,EVENING,56,9,47,Brookland-CUA,858.2582972006751,Brookland-CUA,MetroStnPt_8,0,0,red,0,0,3200,131168,8.070906088787819,0.300625,0.4884375,0.0665625,0.21625,0.2603125,0.11875,0.069375,0.1946532999164578,0.363780778395552,0.04924543288324067,1,0,0,0,0,0,0,0
"Census Tract 18.04, District of Columbia, District of Columbia",2022,EVENING,82,7,75,Takoma,1456.4567449972644,Takoma,MetroStnPt_1,0,0,red,1,0,5166,58779,8.549853973655786,0.042392566782810684,0.4959349593495935,0.39314750290360045,0.12349980642663569,0.12330623306233063,0.11440185830429733,0.06387921022067364,0.25,0.6384648931530745,0.089402529437418235,1,0,0,0,0,0,0,0
"Census Tract 101, District of Columbia, District of Columbia",2022,EVENING,99,10,89,McPherson Sq,218.02279281584453,McPherson Sq,MetroStnPt_19,1,4,"blue, orange, silver",0,0,2723,129444,7.909489492673759,0.5383767903048109,0.08813808299669482,0.1626882115313992,0.2504590525156078,0.5486595666544253,0.08336393683437385,0.0426000734484025,0.019639065817409766,0.6029055690072639,0.08765133171912833,0,0,0,1,1,1,1,0
"Census Tract 96.04, District of Columbia, District of Columbia",2022,EVENING,24,6,18,Minnesota Ave,1178.088726743031,Minnesota Ave,MetroStnPt_22,0,0,orange,1,0,2288,88750,7.7354333524996886,0.033216783216783216,0.8618881118881119,0.09178321678321678,0.09877622377622378,0.11057692307692307,0.07561188811188811,0.07998251748251749,0.33663366336633666,0.2911392405063291,0.04113924050632911,0,0,0,0,1,0,1,0
"Census Tract 106.02, District of Columbia, District of Columbia",2022,EVENING,183,12,171,NoMa - Gallaudet U,508.2154455185707,NoMa - Gallaudet U,MetroStnPt_16,0,1,red,1,0,6682,170670,8.807172622916703,0.48278958395689914,0.3436096976953008,0.06150853038012571,0.23331337922777612,0.35228973361269084,0.18093385214007782,0.01721041604310087,0.07710678949164108,0.6042654028436019,0.1318127962085308,1,0,0,0,0,0,0,0
"Census Tract 64, District of Columbia, District of Columbia",2022,EVENING,41,8,33,Waterfront,1020.655346736453,Waterfront,MetroStnPt_38,0,0,green,0,0,2662,67232,7.8868329989550565,0.23779113448534936,0.7145003756574004,0.0169045830202855,0.19421487603305784,0.15138993238166792,0.3580015026296018,0.04357625845229151,0.20449897750511248,0.7393903167961745,0.12313209802749552,0,1,0,0,0,0,0,1
"Census Tract 42.01, District of Columbia, District of Columbia",2022,EVENING,43,1,42,Dupont Circle,833.3860059832647,Dupont Circle,MetroStnPt_14,0,0,red,0,0,3273,148166,8.09346227450118,0.766269477543538,0.036969141460433855,0.10357470210815765,0.4298808432630614,0.33241674304919033,0.07118851206843874,0.011915673693858845,0.02764486975013291,0.5394679459223725,0.1796772786742259,1,0,0,0,0,0,0,0
"Census Tract 84.02, District of Columbia, District of Columbia",2022,EVENING,53,6,47,NoMa - Gallaudet U,1399.6061478065628,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,2496,107692,7.822444729489319,0.5196314102564102,0.31009615384615385,0.11498397435897435,0.30689102564102566,0.3717948717948718,0.08814102564102565,0.020432692307692308,0.017241379310344827,0.483271375464684,0.10161090458488228,1,0,0,0,0,0,0,0
"Census Tract 98.02, District of Columbia, District of Columbia",2022,EVENING,35,9,26,Congress Heights,1794.4742223887138,Congress Heights,MetroStnPt_40,0,0,green,0,0,1991,44545,7.596392304064196,0.013058764439979909,0.9316926167754898,0,0.07132094424912104,0.077850326469111,0.34455047714716225,0.09442491210447011,0.41148325358851673,0.5232558139534884,0.11627906976744186,0,1,0,0,0,0,0,1
"Census Tract 88.04, District of Columbia, District of Columbia",2022,EVENING,41,8,33,Rhode Island Ave,1746.5638307641334,Rhode Island Ave,MetroStnPt_11,0,0,red,1,0,3063,66172,8.027150106832774,0.0881488736532811,0.5873326803787137,0.26477309826967027,0.10447273914462944,0.1860920666013712,0.16258570029382957,0.09467841984982044,0.04525175270873168,0.48711204629142557,0.1746449237243556,1,0,0,0,0,0,0,0
"Census Tract 98.03, District of Columbia, District of Columbia",2022,EVENING,15,7,8,Congress Heights,1738.5572497034593,Congress Heights,MetroStnPt_40,0,0,green,0,0,2984,40000,8.001019961323651,0.023123324396782843,0.8656166219839142,0.07473190348525469,0.06300268096514745,0.018096514745308313,0.26575067024128685,0.061327077747989275,0.2274011299435028,0.7349097697573118,0.11885500933416304,0,1,0,0,0,0,0,1
"Census Tract 21.02, District of Columbia, District of Columbia",2022,EVENING,52,5,47,Fort Totten,1129.728378535916,Fort Totten,MetroStnPt_3,0,0,"red, green",1,1,4768,87594,8.469682208745185,0.1287751677852349,0.5765520134228188,0.2132969798657718,0.1988255033557047,0.20071308724832215,0.1929530201342282,0.0501258389261745,0.19077196095829635,0.39574300354749703,0.11154907370910525,1,1,0,0,0,0,0,1
"Census Tract 49.01, District of Columbia, District of Columbia",2022,EVENING,86,15,71,Shaw-Howard Univ,326.41192058256723,Shaw-Howard Univ,MetroStnPt_13,1,3,green,0,0,3251,103125,8.086717920303906,0.5324515533681944,0.3125192248538911,0.09258689633958782,0.3165179944632421,0.2817594586281144,0.13103660412180868,0.006151953245155337,0.05700586041555674,0.7256637168141593,0.07718780727630285,0,1,0,0,0,0,0,1
"Census Tract 83.02, District of Columbia, District of Columbia",2022,EVENING,71,5,66,Union Station,947.9311245829134,Union Station,MetroStnPt_25,0,0,red,0,0,2981,179271,8.000014093678072,0.7443810801744382,0.054679637705467965,0.1361959074136196,0.31834954713183494,0.3824220060382422,0.01677289500167729,0.0026836632002683663,0.041635124905374715,0.5244072524407253,0.07880055788005579,1,0,0,0,0,0,0,0
"Census Tract 55.02, District of Columbia, District of Columbia",2022,EVENING,57,10,47,Dupont Circle,264.0358045447269,Dupont Circle,MetroStnPt_14,1,1,red,0,0,2685,115809,7.895436006942965,0.678584729981378,0.0595903165735568,0.04506517690875233,0.23873370577281192,0.45400372439478587,0.10540037243947858,0.01080074487895717,0.03349282296650718,0.6887456037514654,0.01992966002344666,1,0,0,0,0,0,0,0
"Census Tract 99.01, District of Columbia, District of Columbia",2022,EVENING,18,3,15,Stadium Armory,2270.730066839426,Stadium Armory,MetroStnPt_31,0,0,"blue, orange, silver",1,0,2140,96591,7.668561108015897,0.07102803738317758,0.8177570093457944,0.008411214953271028,0.14906542056074767,0.2775700934579439,0.044859813084112146,0.011682242990654205,0.2254697286012526,0.2181987000928505,0.11049210770659239,0,0,0,1,1,1,1,0
"Census Tract 75.04, District of Columbia, District of Columbia",2022,EVENING,41,12,29,Anacostia,1394.6463841272798,Anacostia,MetroStnPt_39,0,0,green,0,0,2795,36802,7.9355873855892,0.008944543828264758,0.9549194991055456,0.02003577817531306,0.11914132379248658,0.06368515205724508,0.348479427549195,0.028980322003577818,0.23384615384615384,0.5638440860215054,0.12634408602150538,0,1,0,0,0,0,0,1
"Census Tract 40.02, District of Columbia, District of Columbia",2022,EVENING,45,4,41,Dupont Circle,946.1473785872248,Dupont Circle,MetroStnPt_14,0,0,red,0,0,3146,170216,8.053887083618223,0.6999364272091545,0.05340114431023522,0.11665607120152574,0.2739987285441831,0.4996821360457724,0.03496503496503497,0.03273998728544183,0.015873015873015872,0.5769561478933792,0.13327601031814273,1,0,0,0,0,0,0,0
"Census Tract 59, District of Columbia, District of Columbia",2022,EVENING,28,5,23,Judiciary Sq,147.5674895863717,Judiciary Sq,MetroStnPt_26,1,4,red,0,0,2296,124982,7.738923757439457,0.6289198606271778,0.1489547038327526,0.08797909407665505,0.4094076655052265,0.25653310104529614,0.156794425087108,0.036585365853658534,0,0.7581658291457286,0.11620603015075377,1,0,0,0,0,0,0,0
"Census Tract 67, District of Columbia, District of Columbia",2022,EVENING,30,5,25,Eastern Market,621.1339061691333,Eastern Market,MetroStnPt_35,0,1,"blue, orange, silver",0,0,4058,164297,8.30844552038576,0.8181370133070478,0.09241005421389847,0.045096106456382457,0.25677673730901923,0.5130606209955643,0.009610645638245442,0.023164120256283883,0.02177068214804064,0.31581462016244627,0.012422360248447204,0,0,0,1,1,1,1,0
"Census Tract 74.03, District of Columbia, District of Columbia",2022,EVENING,32,15,17,Congress Heights,1274.3189647442375,Congress Heights,MetroStnPt_40,0,0,green,0,0,2421,29536,7.791935956938058,0.004130524576621231,0.8194960760016522,0.027261462205700124,0.011152416356877323,0.012804626187525816,0.4758364312267658,0.058240396530359353,0.44,0.7952468007312614,0.15447897623400367,0,1,0,0,0,0,0,1
"Census Tract 73.01, District of Columbia, District of Columbia",2022,EVENING,1,0,1,Congress Heights,3006.2926354328374,Congress Heights,MetroStnPt_40,0,0,green,0,0,4482,116753,8.407824654360873,0.4966532797858099,0.19076305220883535,0.17291387773315484,0.12628290941543954,0.1751450245426149,0.03324408746095493,0.004239178937974119,0.019823788546255508,0.9153225806451613,0.0846774193548387,0,1,0,0,0,0,0,1
"Census Tract 75.02, District of Columbia, District of Columbia",2022,EVENING,47,23,24,Congress Heights,2052.071043630906,Congress Heights,MetroStnPt_40,0,0,green,0,0,5073,41044,8.53168763756669,0.008870490833826138,0.9779223339246994,0,0.05933372757737039,0.02069781194559432,0.3374728957224522,0.11117681845062094,0.4460946094609461,0.6762952773956901,0.16643741403026135,0,1,0,0,0,0,0,1
"Census Tract 77.07, District of Columbia, District of Columbia",2022,EVENING,77,20,57,Benning Road,1475.0415555339912,Benning Road,MetroStnPt_29,0,0,"blue, silver",0,0,4131,54437,8.326274787396764,0.02662793512466715,0.9053497942386831,0.043330912611958365,0.0682643427741467,0.09973372064875333,0.27063664972161705,0.06027596223674655,0.22289823008849557,0.47277227722772275,0.10495049504950495,0,0,0,1,0,1,1,0
"Census Tract 78.03, District of Columbia, District of Columbia",2022,EVENING,110,24,86,Minnesota Ave,588.0734383427094,Minnesota Ave,MetroStnPt_22,0,2,orange,1,0,4491,47649,8.409830673087738,0.01447339122689824,0.9305277221108884,0.011356045424181697,0.08194166109997773,0.06279225116900468,0.2636383878868849,0.054998886662213316,0.24734832414085703,0.5356220007382798,0.12993724621631597,0,0,0,0,1,0,1,0
"Census Tract 80.02, District of Columbia, District of Columbia",2022,EVENING,45,10,35,Stadium Armory,737.158198263773,Stadium Armory,MetroStnPt_31,0,1,"blue, orange, silver",1,0,3281,137813,8.0959035329611,0.6598597988418166,0.21822615056385247,0.05181347150259067,0.18896677842121304,0.35446510210301735,0.07284364523011277,0.03047851264858275,0.12127659574468085,0.3862745098039216,0.0784313725490196,0,0,0,1,1,1,1,0
"Census Tract 84.10, District of Columbia, District of Columbia",2022,EVENING,94,12,82,NoMa - Gallaudet U,1197.4356552842269,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,2189,208044,7.691200097522863,0.41068981269986293,0.2631338510735496,0.1936957514846962,0.3083599817268159,0.2265874828688899,0.03015075376884422,0.01964367291000457,0.043010752688172046,0.26198830409356727,0.021052631578947368,1,0,0,0,0,0,0,0
"Census Tract 88.02, District of Columbia, District of Columbia",2022,EVENING,48,7,41,NoMa - Gallaudet U,1459.06085813349,NoMa - Gallaudet U,MetroStnPt_16,0,0,red,1,0,4607,76987,8.435332164935916,0.23138701975255047,0.6518341654004776,0.05860646841762535,0.15411330583894076,0.20143260256131973,0.22161927501627957,0.060125895376600826,0.1581173982020095,0.4819778188539741,0.12615526802218113,1,0,0,0,0,0,0,0
